lang1,lang2,variance
pbt_Arab,bho_Deva,0.8460966889764561
pbt_Arab,nus_Latn,1.0983878940009684
pbt_Arab,ban_Latn,1.522749677183843
pbt_Arab,dzo_Tibt,1.4402420387309833
pbt_Arab,mni_Beng,1.0605054132916918
pbt_Arab,lim_Latn,1.3291486085034991
pbt_Arab,ltg_Latn,1.7047194497953913
pbt_Arab,ace_Latn,1.5853515108827023
pbt_Arab,crh_Latn,1.2083619708067987
pbt_Arab,srd_Latn,1.071856568947842
pbt_Arab,taq_Latn,2.1619491376778814
pbt_Arab,mri_Latn,1.484931126159893
pbt_Arab,ary_Arab,0.8799211535353129
pbt_Arab,bam_Latn,1.787558386833528
pbt_Arab,knc_Arab,1.3030756572097941
pbt_Arab,eng_Latn,0.9263120246900254
pbt_Arab,knc_Latn,2.1543091964003973
pbt_Arab,dik_Latn,1.6578200719227667
pbt_Arab,prs_Arab,0.9782737928093254
pbt_Arab,bjn_Arab,1.3178437756339496
pbt_Arab,vec_Latn,0.93928129631554
pbt_Arab,fur_Latn,1.0490558920251447
pbt_Arab,kas_Deva,1.5029206043033645
pbt_Arab,kas_Arab,0.6672588421463499
pbt_Arab,arz_Arab,0.8796368048552093
pbt_Arab,lij_Latn,0.9514919986104342
pbt_Arab,ace_Arab,1.4277963855120503
pbt_Arab,bjn_Latn,1.3157188064645435
pbt_Arab,scn_Latn,1.0316060377570135
pbt_Arab,bug_Latn,1.878049130370477
pbt_Arab,lmo_Latn,0.9957604754894777
pbt_Arab,szl_Latn,1.1056222414496597
pbt_Arab,hne_Deva,0.8842337823700231
pbt_Arab,fuv_Latn,2.22920414000817
pbt_Arab,taq_Tfng,1.0334265572822896
pbt_Arab,shn_Mymr,1.0330037762758773
pbt_Arab,mag_Deva,0.802681892935655
bho_Deva,pbt_Arab,0.5008345775714156
bho_Deva,nus_Latn,0.7694931142361019
bho_Deva,ban_Latn,1.022544648123895
bho_Deva,dzo_Tibt,0.9852307089178349
bho_Deva,mni_Beng,0.6796817477987648
bho_Deva,lim_Latn,0.9366423609793171
bho_Deva,ltg_Latn,1.2321087619133004
bho_Deva,ace_Latn,1.0847156921301628
bho_Deva,crh_Latn,0.8072154224181778
bho_Deva,srd_Latn,0.7256488144505739
bho_Deva,taq_Latn,1.6012733596182371
bho_Deva,mri_Latn,1.0955538115818209
bho_Deva,ary_Arab,0.570541189390942
bho_Deva,bam_Latn,1.2963930319160453
bho_Deva,knc_Arab,0.9422924576191037
bho_Deva,eng_Latn,0.5373350336326508
bho_Deva,knc_Latn,1.6012532084647684
bho_Deva,dik_Latn,1.1922885334105155
bho_Deva,prs_Arab,0.6296045825792406
bho_Deva,bjn_Arab,0.9395904736639958
bho_Deva,vec_Latn,0.6131345824684599
bho_Deva,fur_Latn,0.6999237157053868
bho_Deva,kas_Deva,0.9749725336737615
bho_Deva,kas_Arab,0.395353940978228
bho_Deva,arz_Arab,0.5483744891701297
bho_Deva,lij_Latn,0.6468275695961205
bho_Deva,ace_Arab,1.0326154370429255
bho_Deva,bjn_Latn,0.874005097647682
bho_Deva,scn_Latn,0.7262267419335211
bho_Deva,bug_Latn,1.3514396762825585
bho_Deva,lmo_Latn,0.6843129135071269
bho_Deva,szl_Latn,0.7702546443505839
bho_Deva,hne_Deva,0.34763209500732806
bho_Deva,fuv_Latn,1.698287542828959
bho_Deva,taq_Tfng,0.7249552475836093
bho_Deva,shn_Mymr,0.7020043402328686
bho_Deva,mag_Deva,0.23091693226592133
nus_Latn,pbt_Arab,3.359473677040089
nus_Latn,bho_Deva,3.7084105737471798
nus_Latn,ban_Latn,4.46503551400154
nus_Latn,dzo_Tibt,4.246036033524347
nus_Latn,mni_Beng,3.0780440623157044
nus_Latn,lim_Latn,3.396875427484894
nus_Latn,ltg_Latn,4.0785995974456
nus_Latn,ace_Latn,4.4128028215548945
nus_Latn,crh_Latn,3.8975423891332697
nus_Latn,srd_Latn,3.023171438310023
nus_Latn,taq_Latn,4.503716442458583
nus_Latn,mri_Latn,3.8052817510701322
nus_Latn,ary_Arab,3.275712732688018
nus_Latn,bam_Latn,4.229412475991454
nus_Latn,knc_Arab,2.739813339232343
nus_Latn,eng_Latn,3.7268623452220218
nus_Latn,knc_Latn,4.405612263662278
nus_Latn,dik_Latn,3.7440153091803094
nus_Latn,prs_Arab,4.2589297722670505
nus_Latn,bjn_Arab,3.2036687451899573
nus_Latn,vec_Latn,3.1813224340688953
nus_Latn,fur_Latn,3.1655471390263146
nus_Latn,kas_Deva,4.008350593799481
nus_Latn,kas_Arab,2.832088992800726
nus_Latn,arz_Arab,3.3827750829000722
nus_Latn,lij_Latn,2.7921404060597097
nus_Latn,ace_Arab,3.5555532416167033
nus_Latn,bjn_Latn,4.672693603182227
nus_Latn,scn_Latn,3.0656579096145333
nus_Latn,bug_Latn,4.506803960928524
nus_Latn,lmo_Latn,3.001247791610913
nus_Latn,szl_Latn,3.0488332438944235
nus_Latn,hne_Deva,3.981440090517729
nus_Latn,fuv_Latn,4.560544654848575
nus_Latn,taq_Tfng,2.546375722463502
nus_Latn,shn_Mymr,2.9835854574529805
nus_Latn,mag_Deva,3.680575096460784
ban_Latn,pbt_Arab,0.705479660080445
ban_Latn,bho_Deva,0.7199094447594183
ban_Latn,nus_Latn,0.6994974879019408
ban_Latn,dzo_Tibt,1.0717535195484615
ban_Latn,mni_Beng,0.7758559390791053
ban_Latn,lim_Latn,0.6584693267244734
ban_Latn,ltg_Latn,0.7608438113820389
ban_Latn,ace_Latn,0.715112645227515
ban_Latn,crh_Latn,0.8481763724816717
ban_Latn,srd_Latn,0.5866486520232429
ban_Latn,taq_Latn,0.8795152159413996
ban_Latn,mri_Latn,0.8518780734043138
ban_Latn,ary_Arab,0.6960352991930518
ban_Latn,bam_Latn,0.9059442560777876
ban_Latn,knc_Arab,0.5722730317537883
ban_Latn,eng_Latn,0.6551051738132679
ban_Latn,knc_Latn,0.8963863014870295
ban_Latn,dik_Latn,0.9109037575978104
ban_Latn,prs_Arab,0.8411964605650829
ban_Latn,bjn_Arab,0.5249482561189167
ban_Latn,vec_Latn,0.6287888149195908
ban_Latn,fur_Latn,0.6205996171382815
ban_Latn,kas_Deva,0.8991777553425044
ban_Latn,kas_Arab,0.5960315810053511
ban_Latn,arz_Arab,0.6772816036028755
ban_Latn,lij_Latn,0.52861425053405
ban_Latn,ace_Arab,0.5766941703453273
ban_Latn,bjn_Latn,0.7646427008013402
ban_Latn,scn_Latn,0.589059550873641
ban_Latn,bug_Latn,0.7262452633457778
ban_Latn,lmo_Latn,0.5880589365530029
ban_Latn,szl_Latn,0.5731238124605043
ban_Latn,hne_Deva,0.8409216508830561
ban_Latn,fuv_Latn,0.9140776773461894
ban_Latn,taq_Tfng,0.5700196964952073
ban_Latn,shn_Mymr,0.7006717761877916
ban_Latn,mag_Deva,0.6879101328491204
dzo_Tibt,pbt_Arab,1.2541087134528683
dzo_Tibt,bho_Deva,1.329529930358667
dzo_Tibt,nus_Latn,1.418524772630332
dzo_Tibt,ban_Latn,2.0391375486015613
dzo_Tibt,mni_Beng,1.2637948493855555
dzo_Tibt,lim_Latn,1.9047235741901052
dzo_Tibt,ltg_Latn,2.3595600472714007
dzo_Tibt,ace_Latn,2.1905356282164465
dzo_Tibt,crh_Latn,1.6362710856455498
dzo_Tibt,srd_Latn,1.5765565353479278
dzo_Tibt,taq_Latn,2.781781829437577
dzo_Tibt,mri_Latn,2.0793796995726335
dzo_Tibt,ary_Arab,1.265312350596972
dzo_Tibt,bam_Latn,2.3790794737631544
dzo_Tibt,knc_Arab,1.6904960744789996
dzo_Tibt,eng_Latn,1.5210625699521179
dzo_Tibt,knc_Latn,2.6978940322628704
dzo_Tibt,dik_Latn,2.043821687240938
dzo_Tibt,prs_Arab,1.569861370714442
